name,remote_id,type,given_name,family_name,preferred_name,gender,birth_date,notes,addresses,phone_numbers,primary_phone_number,email_addresses,primary_email_address,state,preferred_provider,first_visit,guarantor,opt_ins,create_time,update_time,additional_data.ImageFolder,opt_ins.sms,opt_ins.email
contacts/734,734,PATIENT,Jova,Samaniego,,GENDER_OTHER,1959-09-26,,[],"[{'number': '5749921643', 'type': 'MOBILE'}]",5749921643,"[{'address': 'JovaCorralesSamaniego@example.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",JovaCorralesSamaniego@example.com,ACTIVE,,0001-01-01,contacts/734,,,2025-01-07T22:24:50Z,samaniegojova734,True,
contacts/733,733,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '9498068876', 'type': 'MOBILE'}]",9498068876,[],,ACTIVE,,0001-01-01,contacts/733,,,2025-01-06T14:19:18Z,patienttest733,,
contacts/732,732,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '8034246051', 'type': 'MOBILE'}]",8034246051,[],,ACTIVE,,0001-01-01,contacts/732,,,2025-01-06T14:18:44Z,patienttest732,,
contacts/731,731,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '3209909391', 'type': 'MOBILE'}]",3209909391,[],,ACTIVE,,0001-01-01,contacts/731,,,2025-01-06T14:18:09Z,patienttest731,,
contacts/730,730,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '8162805452', 'type': 'MOBILE'}]",8162805452,[],,ACTIVE,,0001-01-01,contacts/730,,,2025-01-06T14:16:52Z,patienttest730,,
contacts/729,729,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '3144609158', 'type': 'MOBILE'}]",3144609158,[],,ACTIVE,,0001-01-01,contacts/729,,,2025-01-06T13:37:06Z,patienttest729,,
contacts/728,728,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '9378328333', 'type': 'MOBILE'}]",9378328333,[],,ACTIVE,,0001-01-01,contacts/728,,,2025-01-06T13:35:37Z,patienttest728,,
contacts/727,727,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '7709516489', 'type': 'MOBILE'}]",7709516489,[],,ACTIVE,,0001-01-01,contacts/727,,,2025-01-06T13:30:37Z,patienttest727,,
contacts/726,726,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '3028326467', 'type': 'MOBILE'}]",3028326467,[],,ACTIVE,,0001-01-01,contacts/726,,,2025-01-06T13:27:41Z,patienttest726,,
contacts/725,725,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '2515540127', 'type': 'MOBILE'}]",2515540127,[],,ACTIVE,,0001-01-01,contacts/725,,,2025-01-06T13:24:57Z,patienttest725,,
contacts/724,724,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '8315183224', 'type': 'MOBILE'}]",8315183224,[],,ACTIVE,,0001-01-01,contacts/724,,,2025-01-06T13:17:48Z,patienttest724,,
contacts/723,723,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '4235041221', 'type': 'MOBILE'}]",4235041221,[],,ACTIVE,,0001-01-01,contacts/723,,,2025-01-06T13:16:53Z,patienttest723,,
contacts/722,722,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '2723426970', 'type': 'MOBILE'}]",2723426970,[],,ACTIVE,,0001-01-01,contacts/722,,,2025-01-06T13:13:20Z,patienttest722,,
contacts/721,721,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '7348416918', 'type': 'MOBILE'}]",7348416918,[],,ACTIVE,,0001-01-01,contacts/721,,,2025-01-06T13:13:14Z,patienttest721,,
contacts/720,720,PATIENT,Test,Patient,,GENDER_OTHER,1991-01-10,,[],"[{'number': '8386959643', 'type': 'MOBILE'}]",8386959643,[],,ACTIVE,,0001-01-01,contacts/720,,,2025-01-06T13:09:00Z,patienttest720,,
contacts/719,719,PATIENT,tes,tes,,GENDER_OTHER,1991-01-10,,[],"[{'number': '8656034224', 'type': 'MOBILE'}]",8656034224,[],,ACTIVE,,0001-01-01,contacts/719,,,2025-01-06T13:05:56Z,testes719,,
contacts/718,718,PATIENT,Tia,Mowry,,GENDER_OTHER,1990-10-11,,"[{'street_address': '1305 6th Avenue', 'city': 'New York', 'state': 'NY', 'postal_code': '10028', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '4083598976', 'type': 'MOBILE'}]",4083598976,"[{'address': 'tiatia@yahoo.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",tiatia@yahoo.com,ACTIVE,,0001-01-01,contacts/718,,,2025-01-05T22:45:29Z,mowrytia718,True,
contacts/717,717,PATIENT,David,Palmer,,GENDER_OTHER,1996-07-01,,[],"[{'number': '2345678977', 'type': 'MOBILE'}]",2345678977,[],,ACTIVE,,0001-01-01,contacts/717,,,2025-01-05T15:50:16Z,palmerdavid717,,
contacts/716,716,PATIENT,tes,tes,,GENDER_OTHER,1991-01-10,,[],"[{'number': '8656034224', 'type': 'MOBILE'}]",8656034224,[],,ACTIVE,,0001-01-01,contacts/716,,,2025-01-05T15:42:48Z,testes716,,
contacts/715,715,PATIENT,dev,coler,,GENDER_OTHER,2000-02-05,,[],"[{'number': '5555555555', 'type': 'MOBILE'}]",5555555555,[],,ACTIVE,,0001-01-01,contacts/715,,,2025-01-05T15:06:31Z,colerdev715,,
contacts/714,714,PATIENT,Zygmund,Kowalski,,GENDER_OTHER,1967-02-12,,"[{'street_address': '1431 N Main St', 'city': 'Royal Oak', 'state': 'Michigan', 'postal_code': '48067', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '2487654321', 'type': 'MOBILE'}]",2487654321,"[{'address': 'zygmund.kowalski@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zygmund.kowalski@email.com,ACTIVE,,0001-01-01,contacts/714,,,2025-01-04T16:55:32Z,kowalskizygmund714,,
contacts/713,713,PATIENT,Zygmund,Kowalczyk,,GENDER_OTHER,1967-02-12,,"[{'street_address': '1455 Foothill Blvd', 'city': 'La Verne', 'state': 'California', 'postal_code': '91750', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '9095598765', 'type': 'MOBILE'}]",9095598765,"[{'address': 'zygmund.kowalczyk@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zygmund.kowalczyk@email.com,ACTIVE,,0001-01-01,contacts/713,,,2025-01-04T16:55:26Z,kowalczykzygmund713,,
contacts/712,712,PATIENT,Zygmund,Kowalczyk,,GENDER_OTHER,1967-02-12,,"[{'street_address': '1431 N Main St', 'city': 'Pueblo', 'state': 'Colorado', 'postal_code': '81003', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '7195448789', 'type': 'MOBILE'}]",7195448789,"[{'address': 'zygmund.kowalczyk@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zygmund.kowalczyk@email.com,ACTIVE,,0001-01-01,contacts/712,,,2025-01-04T16:55:19Z,kowalczykzygmund712,,
contacts/711,711,PATIENT,Zorvath,Korvensen,,GENDER_OTHER,1975-06-12,,"[{'street_address': '1456 Maple St', 'city': 'Portland', 'state': 'Oregon', 'postal_code': '97201', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '5036543298', 'type': 'MOBILE'}]",5036543298,"[{'address': 'zorvath.korvensen@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zorvath.korvensen@email.com,ACTIVE,,0001-01-01,contacts/711,,,2025-01-04T16:55:14Z,korvensenzorvath711,,
contacts/710,710,PATIENT,Zephyrine,Krausz,,GENDER_OTHER,1975-02-12,,"[{'street_address': '1431 Westheimer Rd', 'city': 'Houston', 'state': 'Texas', 'postal_code': '77006', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '7136543298', 'type': 'MOBILE'}]",7136543298,"[{'address': 'zephyrine.krausz@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zephyrine.krausz@email.com,ACTIVE,,0001-01-01,contacts/710,,,2025-01-04T16:55:10Z,krauszzephyrine710,,
contacts/709,709,PATIENT,Zayden,Krieg,,GENDER_OTHER,1975-02-12,,"[{'street_address': '1431 Waverly St', 'city': 'Palo Alto', 'state': 'California', 'postal_code': '94301', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '6503219876', 'type': 'MOBILE'}]",6503219876,"[{'address': 'zayden.krieg@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zayden.krieg@email.com,ACTIVE,,0001-01-01,contacts/709,,,2025-01-04T16:55:02Z,kriegzayden709,,
contacts/708,708,PATIENT,Zorvath,Kaelin,,GENDER_OTHER,1975-06-12,,"[{'street_address': '1456 Oakwood Ave', 'city': 'Baltimore', 'state': 'Maryland', 'postal_code': '21224', 'country_code': '', 'type': 'ADDRESS_TYPE_UNSPECIFIED'}]","[{'number': '4106789012', 'type': 'MOBILE'}]",4106789012,"[{'address': 'zorvath.kaelin@email.com', 'type': 'EMAIL_ADDRESS_TYPE_UNSPECIFIED'}]",zorvath.kaelin@email.com,ACTIVE,,0001-01-01,contacts/708,,,2025-01-04T16:54:29Z,kaelinzorvath708,,
